,clipname,id,bestframe,category,pcd_pillar
63388,S_Clip_07965_13,2,23,TUNNEL,2143
57516,A_Clip_26385_13,1,38,TUNNEL,2141
85396,S_Clip_32512_13,1,30,TUNNEL,2141
80896,S_Clip_31112_13,1,30,TUNNEL,2139
41674,A_Clip_22878_13,6,42,TUNNEL,2139
43660,A_Clip_22964_13,1,38,TUNNEL,2134
112033,S_Clip_38355_13,4,48,TUNNEL,2133
40675,A_Clip_22705_13,1,37,TUNNEL,2133
60265,S_Clip_01662_11,3,100,TUNNEL,2132
3044,A_Clip_03445_13,1,30,TUNNEL,2130
58773,A_Clip_26770_13,1,41,TUNNEL,2127
71043,S_Clip_13651_13,1,30,TUNNEL,2126
32987,A_Clip_20234_13,1,30,TUNNEL,2126
101056,S_Clip_35861_13,1,31,TUNNEL,2125
26858,A_Clip_19703_13,1,30,TUNNEL,2125
71847,S_Clip_14021_13,1,30,TUNNEL,2122
48660,A_Clip_23419_13,1,38,TUNNEL,2119
111413,S_Clip_38294_13,3,48,TUNNEL,2119
115492,S_Clip_39793_13,3,56,TUNNEL,2118
21102,A_Clip_18949_13,1,30,TUNNEL,2118
159501,S_Clip_58358_13,1,41,TUNNEL,2116
6258,A_Clip_07229_13,1,30,TUNNEL,2113
40976,A_Clip_22825_13,1,39,TUNNEL,2113
70773,S_Clip_13618_13,1,30,TUNNEL,2112
74019,S_Clip_28240_13,1,30,TUNNEL,2112
48120,A_Clip_23380_13,1,38,TUNNEL,2111
33857,A_Clip_21889_13,1,39,TUNNEL,2111
56979,A_Clip_26313_13,1,39,TUNNEL,2110
11378,A_Clip_14162_13,1,30,TUNNEL,2109
158422,S_Clip_58258_13,1,36,TUNNEL,2109
6168,A_Clip_07223_13,1,30,TUNNEL,2108
134994,S_Clip_46612_13,1,47,TUNNEL,2106
42512,A_Clip_22909_13,1,37,TUNNEL,2106
52146,A_Clip_23942_13,1,52,TUNNEL,2106
46323,A_Clip_23185_13,1,34,TUNNEL,2106
5170,A_Clip_05791_13,3,30,TUNNEL,2105
116897,S_Clip_39992_13,1,41,TUNNEL,2104
57056,A_Clip_26323_13,4,39,TUNNEL,2102
28292,A_Clip_19847_13,2,30,TUNNEL,2100
116569,S_Clip_39955_13,2,47,TUNNEL,2100
109513,S_Clip_37805_13,3,38,TUNNEL,2099
27008,A_Clip_19724_13,3,30,TUNNEL,2097
9100,A_Clip_13836_13,1,30,TUNNEL,2097
31443,A_Clip_20159_13,1,30,TUNNEL,2094
83706,S_Clip_32386_13,1,30,TUNNEL,2090
110610,S_Clip_38161_13,1,44,TUNNEL,2089
128757,S_Clip_43281_13,12,38,TUNNEL,2088
41092,A_Clip_22838_13,1,39,TUNNEL,2087
43372,A_Clip_22958_13,1,39,TUNNEL,2085
57325,A_Clip_26357_13,1,39,TUNNEL,2083
44595,A_Clip_23019_13,1,37,TUNNEL,2083
35809,A_Clip_22243_13,1,43,TUNNEL,2083
58325,A_Clip_26498_13,1,35,TUNNEL,2082
19139,A_Clip_18734_13,1,30,TUNNEL,2081
110339,S_Clip_37905_13,1,46,TUNNEL,2081
61934,S_Clip_07848_13,1,30,TUNNEL,2079
25129,A_Clip_19459_13,1,30,TUNNEL,2078
44107,A_Clip_22984_13,1,37,TUNNEL,2078
48158,A_Clip_23382_13,1,38,TUNNEL,2076
22676,A_Clip_19174_13,1,30,TUNNEL,2075
115627,S_Clip_39815_13,3,51,TUNNEL,2070
141233,S_Clip_47902_13,1,41,TUNNEL,2069
83346,S_Clip_32366_13,1,30,TUNNEL,2066
38304,A_Clip_22446_13,1,40,TUNNEL,2066
130206,S_Clip_44129_13,1,39,TUNNEL,2064
109121,S_Clip_37779_13,2,41,TUNNEL,2064
39326,A_Clip_22618_13,1,43,TUNNEL,2060
41015,A_Clip_22827_13,1,39,TUNNEL,2059
6378,A_Clip_07235_13,1,30,TUNNEL,2057
130290,S_Clip_44220_13,1,54,TUNNEL,2055
129421,S_Clip_43490_13,1,81,TUNNEL,2055
42322,A_Clip_22902_13,1,38,TUNNEL,2054
37629,A_Clip_22395_13,2,52,TUNNEL,2053
107921,S_Clip_36797_13,4,54,TUNNEL,2051
21262,A_Clip_19003_13,1,29,TUNNEL,2051
48888,A_Clip_23428_13,1,37,TUNNEL,2051
42247,A_Clip_22899_13,2,38,TUNNEL,2050
43850,A_Clip_22976_13,1,38,TUNNEL,2048
157439,S_Clip_58190_13,1,41,TUNNEL,2048
28682,A_Clip_19890_13,1,30,TUNNEL,2047
31736,A_Clip_20170_13,2,29,TUNNEL,2046
155067,S_Clip_57873_13,1,37,TUNNEL,2046
70983,S_Clip_13640_13,1,30,TUNNEL,2046
56049,A_Clip_25792_13,2,39,TUNNEL,2045
22209,A_Clip_19116_13,1,30,TUNNEL,2042
54661,A_Clip_25734_13,1,38,TUNNEL,2041
134256,S_Clip_46534_13,3,43,TUNNEL,2040
145698,S_Clip_48783_13,1,43,TUNNEL,2039
952,A_Clip_03189_13,1,30,TUNNEL,2038
44219,A_Clip_22992_13,1,38,TUNNEL,2038
20652,A_Clip_18914_13,1,30,TUNNEL,2038
118657,S_Clip_40190_13,5,50,TUNNEL,2037
52094,A_Clip_23936_13,1,51,TUNNEL,2037
106497,S_Clip_36588_13,1,37,TUNNEL,2034
99642,S_Clip_35765_13,1,52,TUNNEL,2034
57363,A_Clip_26361_13,1,38,TUNNEL,2033
55781,A_Clip_25780_13,1,40,TUNNEL,2033
24515,A_Clip_19419_13,3,30,TUNNEL,2031
40901,A_Clip_22811_13,1,39,TUNNEL,2031
41170,A_Clip_22842_13,1,39,TUNNEL,2030
40713,A_Clip_22789_13,1,38,TUNNEL,2029
125059,S_Clip_41901_13,1,46,TUNNEL,2028
42801,A_Clip_22938_13,1,37,TUNNEL,2028
27248,A_Clip_19763_13,3,30,TUNNEL,2025
72680,S_Clip_15153_13,1,30,TUNNEL,2025
41469,A_Clip_22871_13,1,38,TUNNEL,2024
49237,A_Clip_23450_13,1,38,TUNNEL,2023
115268,S_Clip_39779_13,3,81,TUNNEL,2023
107201,S_Clip_36722_13,2,49,TUNNEL,2023
106348,S_Clip_36560_13,1,46,TUNNEL,2020
49667,A_Clip_23467_13,1,40,TUNNEL,2017
67478,S_Clip_10422_13,1,30,TUNNEL,2017
14200,A_Clip_14559_13,1,30,TUNNEL,2017
109602,S_Clip_37817_13,1,41,TUNNEL,2016
26258,A_Clip_19545_13,1,30,TUNNEL,2016
20412,A_Clip_18895_13,1,30,TUNNEL,2015
127133,S_Clip_43052_13,1,51,TUNNEL,2013
133093,S_Clip_46118_13,1,42,TUNNEL,2013
56202,A_Clip_25800_13,1,38,TUNNEL,2011
1672,A_Clip_03232_13,1,30,TUNNEL,2010
56010,A_Clip_25789_13,1,38,TUNNEL,2007
4390,A_Clip_03713_13,2,30,TUNNEL,2006
118546,S_Clip_40186_13,1,61,TUNNEL,2004
122266,S_Clip_41477_13,1,48,TUNNEL,2004
155773,S_Clip_57902_13,1,43,TUNNEL,2002
87612,S_Clip_32794_13,3,30,TUNNEL,2001
25453,A_Clip_19480_13,3,30,TUNNEL,2000
36631,A_Clip_22351_13,3,52,TUNNEL,1999
33047,A_Clip_20236_13,1,30,TUNNEL,1998
50560,A_Clip_23495_13,1,38,TUNNEL,1997
24035,A_Clip_19367_13,1,30,TUNNEL,1996
42575,A_Clip_22911_13,1,37,TUNNEL,1995
123209,S_Clip_41542_13,1,50,TUNNEL,1995
141188,S_Clip_47890_13,1,37,TUNNEL,1993
10191,A_Clip_13972_13,1,30,TUNNEL,1990
15939,A_Clip_18318_13,2,30,TUNNEL,1990
159895,S_Clip_58374_13,1,41,TUNNEL,1990
58528,A_Clip_26743_13,1,30,TUNNEL,1989
148269,S_Clip_49125_13,1,40,TUNNEL,1989
54776,A_Clip_25738_13,1,39,TUNNEL,1987
116753,S_Clip_39970_13,1,51,TUNNEL,1987
146644,S_Clip_48935_13,7,44,TUNNEL,1986
118023,S_Clip_40125_13,1,39,TUNNEL,1985
86146,S_Clip_32567_13,1,30,TUNNEL,1985
46670,A_Clip_23203_13,1,33,TUNNEL,1980
32777,A_Clip_20223_13,1,30,TUNNEL,1980
106415,S_Clip_36582_13,2,44,TUNNEL,1980
50597,A_Clip_23500_13,1,37,TUNNEL,1979
45011,A_Clip_23048_13,5,38,TUNNEL,1979
48388,A_Clip_23410_13,1,38,TUNNEL,1979
93862,S_Clip_34337_13,1,36,TUNNEL,1978
33646,A_Clip_20307_13,3,29,TUNNEL,1977
156715,S_Clip_57965_13,1,31,TUNNEL,1973
141930,S_Clip_48077_13,1,50,TUNNEL,1973
91310,S_Clip_33859_13,1,39,TUNNEL,1972
12989,A_Clip_14466_13,1,30,TUNNEL,1972
32121,A_Clip_20191_13,1,30,TUNNEL,1971
84118,S_Clip_32411_13,9,30,TUNNEL,1971
115045,S_Clip_39767_13,3,81,TUNNEL,1971
50750,A_Clip_23505_13,1,38,TUNNEL,1971
34331,A_Clip_21972_13,1,41,TUNNEL,1969
43742,A_Clip_22969_13,1,40,TUNNEL,1968
53895,A_Clip_24980_13,1,45,TUNNEL,1967
91770,S_Clip_33897_13,7,37,TUNNEL,1967
27158,A_Clip_19742_13,1,30,TUNNEL,1967
4064,A_Clip_03653_13,1,30,TUNNEL,1961
26918,A_Clip_19709_13,1,30,TUNNEL,1961
21072,A_Clip_18947_13,1,30,TUNNEL,1958
19529,A_Clip_18770_13,1,30,TUNNEL,1955
104915,S_Clip_36336_13,1,31,TUNNEL,1950
20682,A_Clip_18918_13,1,30,TUNNEL,1948
97407,S_Clip_35154_13,1,41,TUNNEL,1948
27401,A_Clip_19778_13,1,30,TUNNEL,1947
47635,A_Clip_23337_13,1,36,TUNNEL,1947
32181,A_Clip_20193_13,1,30,TUNNEL,1947
21803,A_Clip_19059_13,1,30,TUNNEL,1946
71243,S_Clip_13670_13,1,30,TUNNEL,1944
49601,A_Clip_23460_13,1,38,TUNNEL,1941
124232,S_Clip_41804_13,1,49,TUNNEL,1940
29872,A_Clip_19992_13,1,30,TUNNEL,1939
116805,S_Clip_39986_13,3,41,TUNNEL,1939
10069,A_Clip_13954_13,1,30,TUNNEL,1938
89254,S_Clip_33039_13,1,30,TUNNEL,1938
66483,S_Clip_10230_13,2,30,TUNNEL,1938
108801,S_Clip_37737_13,1,62,TUNNEL,1937
155699,S_Clip_57898_13,1,41,TUNNEL,1934
10428,A_Clip_14024_13,3,30,TUNNEL,1932
142890,S_Clip_48365_13,4,70,TUNNEL,1931
313,A_Clip_03132_13,1,30,TUNNEL,1931
158929,S_Clip_58287_13,1,41,TUNNEL,1931
131146,S_Clip_44435_13,1,50,TUNNEL,1931
1492,A_Clip_03219_13,1,30,TUNNEL,1931
25393,A_Clip_19476_13,1,30,TUNNEL,1931
116386,S_Clip_39935_13,1,46,TUNNEL,1930
49563,A_Clip_23459_13,1,38,TUNNEL,1927
23264,A_Clip_19238_13,1,30,TUNNEL,1926
11258,A_Clip_14153_13,1,30,TUNNEL,1925
35641,A_Clip_22187_13,1,43,TUNNEL,1923
21419,A_Clip_19012_13,1,30,TUNNEL,1922
57637,A_Clip_26419_13,1,39,TUNNEL,1920
67358,S_Clip_10406_13,1,30,TUNNEL,1917
68705,S_Clip_10629_13,1,30,TUNNEL,1917
118071,S_Clip_40137_13,1,48,TUNNEL,1916
3494,A_Clip_03479_13,1,30,TUNNEL,1915
40862,A_Clip_22808_13,1,39,TUNNEL,1915
19067,A_Clip_18723_13,1,30,TUNNEL,1914
49042,A_Clip_23445_13,1,38,TUNNEL,1913
32927,A_Clip_20231_13,1,30,TUNNEL,1913
116522,S_Clip_39951_13,5,47,TUNNEL,1911
86266,S_Clip_32582_13,1,30,TUNNEL,1910
1462,A_Clip_03218_13,1,30,TUNNEL,1907
80925,S_Clip_31112_13,2,29,TUNNEL,1907
32061,A_Clip_20187_13,2,30,TUNNEL,1906
20352,A_Clip_18884_13,1,30,TUNNEL,1905
37080,A_Clip_22369_13,3,47,TUNNEL,1904
91351,S_Clip_33863_13,1,41,TUNNEL,1904
14861,A_Clip_18138_13,1,30,TUNNEL,1904
66602,S_Clip_10289_13,2,30,TUNNEL,1901
30209,A_Clip_20088_13,1,30,TUNNEL,1900
5410,A_Clip_06168_13,2,30,TUNNEL,1899
7070,A_Clip_07283_13,1,30,TUNNEL,1897
33017,A_Clip_20235_13,1,30,TUNNEL,1897
71523,S_Clip_13701_13,10,30,TUNNEL,1895
156134,S_Clip_57921_13,1,41,TUNNEL,1895
54473,A_Clip_25717_13,1,38,TUNNEL,1892
154768,S_Clip_57843_13,1,31,TUNNEL,1891
33197,A_Clip_20260_13,1,30,TUNNEL,1891
158180,S_Clip_58239_13,1,37,TUNNEL,1890
87552,S_Clip_32792_13,3,30,TUNNEL,1889
114213,S_Clip_39629_13,2,39,TUNNEL,1889
67148,S_Clip_10370_13,1,30,TUNNEL,1889
57402,A_Clip_26365_13,1,39,TUNNEL,1889
57172,A_Clip_26341_13,1,39,TUNNEL,1888
155278,S_Clip_57885_13,1,37,TUNNEL,1888
41325,A_Clip_22864_13,1,40,TUNNEL,1887
22616,A_Clip_19163_13,1,30,TUNNEL,1886
42971,A_Clip_22942_13,1,39,TUNNEL,1886
52043,A_Clip_23933_13,1,41,TUNNEL,1884
99160,S_Clip_35725_13,1,45,TUNNEL,1882
42475,A_Clip_22908_13,1,38,TUNNEL,1878
89121,S_Clip_33031_13,1,30,TUNNEL,1878
13529,A_Clip_14529_13,1,30,TUNNEL,1877
21042,A_Clip_18942_13,1,30,TUNNEL,1876
157547,S_Clip_58211_13,1,31,TUNNEL,1874
37232,A_Clip_22374_13,4,51,TUNNEL,1874
7490,A_Clip_07328_13,1,30,TUNNEL,1873
149210,S_Clip_51118_13,3,31,TUNNEL,1872
58588,A_Clip_26750_13,1,30,TUNNEL,1872
42437,A_Clip_22905_13,1,38,TUNNEL,1870
141471,S_Clip_48030_13,1,43,TUNNEL,1869
48851,A_Clip_23427_13,1,37,TUNNEL,1868
37796,A_Clip_22404_13,1,49,TUNNEL,1868
55972,A_Clip_25788_13,1,39,TUNNEL,1868
40556,A_Clip_22696_13,3,42,TUNNEL,1867
25745,A_Clip_19508_13,1,30,TUNNEL,1866
26318,A_Clip_19549_13,1,30,TUNNEL,1866
54585,A_Clip_25729_13,1,38,TUNNEL,1866
11618,A_Clip_14187_13,1,30,TUNNEL,1866
124413,S_Clip_41814_13,1,46,TUNNEL,1865
7640,A_Clip_07344_13,1,30,TUNNEL,1865
56453,A_Clip_25814_13,1,35,TUNNEL,1864
15328,A_Clip_18201_13,1,30,TUNNEL,1864
11558,A_Clip_14174_13,1,30,TUNNEL,1864
134416,S_Clip_46550_13,3,41,TUNNEL,1860
47857,A_Clip_23362_13,1,37,TUNNEL,1857
65011,S_Clip_08306_13,1,30,TUNNEL,1857
51776,A_Clip_23912_13,1,52,TUNNEL,1856
90958,S_Clip_33747_13,1,30,TUNNEL,1856
160253,S_Clip_58501_13,1,36,TUNNEL,1855
84773,S_Clip_32470_13,1,30,TUNNEL,1855
30298,A_Clip_20101_13,1,29,TUNNEL,1854
1102,A_Clip_03198_13,1,30,TUNNEL,1854
47932,A_Clip_23367_13,1,38,TUNNEL,1853
31530,A_Clip_20162_13,1,30,TUNNEL,1848
54923,A_Clip_25749_13,1,38,TUNNEL,1848
34209,A_Clip_21961_13,1,41,TUNNEL,1848
58732,A_Clip_26765_13,1,31,TUNNEL,1847
11528,A_Clip_14172_13,1,30,TUNNEL,1847
18561,A_Clip_18594_13,1,30,TUNNEL,1846
36528,A_Clip_22347_13,2,51,TUNNEL,1846
83436,S_Clip_32369_13,1,30,TUNNEL,1846
14080,A_Clip_14556_13,1,30,TUNNEL,1846
55000,A_Clip_25751_13,1,39,TUNNEL,1844
75188,S_Clip_29423_13,1,30,TUNNEL,1844
144926,S_Clip_48672_13,1,46,TUNNEL,1843
40185,A_Clip_22679_13,3,43,TUNNEL,1841
13469,A_Clip_14526_13,1,30,TUNNEL,1840
54396,A_Clip_25710_13,1,38,TUNNEL,1840
6318,A_Clip_07233_13,1,30,TUNNEL,1839
20502,A_Clip_18900_13,1,30,TUNNEL,1839
43777,A_Clip_22973_13,1,35,TUNNEL,1838
11198,A_Clip_14150_13,1,30,TUNNEL,1837
132815,S_Clip_45965_13,3,31,TUNNEL,1837
24275,A_Clip_19400_13,1,30,TUNNEL,1837
83526,S_Clip_32372_13,1,30,TUNNEL,1837
94259,S_Clip_34349_13,1,33,TUNNEL,1837
33077,A_Clip_20239_13,1,30,TUNNEL,1836
25219,A_Clip_19463_13,1,30,TUNNEL,1835
32537,A_Clip_20207_13,1,30,TUNNEL,1834
22901,A_Clip_19200_13,1,30,TUNNEL,1833
57133,A_Clip_26339_13,1,38,TUNNEL,1833
8380,A_Clip_13768_13,1,30,TUNNEL,1832
14981,A_Clip_18150_13,1,30,TUNNEL,1832
26288,A_Clip_19548_13,1,30,TUNNEL,1831
143107,S_Clip_48386_13,1,43,TUNNEL,1830
13259,A_Clip_14503_13,1,30,TUNNEL,1830
56240,A_Clip_25801_13,1,38,TUNNEL,1830
6138,A_Clip_07222_13,1,30,TUNNEL,1828
48584,A_Clip_23417_13,1,38,TUNNEL,1827
27662,A_Clip_19803_13,1,30,TUNNEL,1827
83496,S_Clip_32371_13,1,30,TUNNEL,1827
73503,S_Clip_25165_13,2,30,TUNNEL,1826
10105,A_Clip_13959_13,1,30,TUNNEL,1825
126961,S_Clip_42984_13,1,41,TUNNEL,1823
25775,A_Clip_19509_13,1,30,TUNNEL,1823
3554,A_Clip_03481_13,1,30,TUNNEL,1822
48622,A_Clip_23418_13,1,38,TUNNEL,1821
26378,A_Clip_19577_13,1,30,TUNNEL,1820
78276,S_Clip_30234_13,1,30,TUNNEL,1820
37952,A_Clip_22441_13,4,30,TUNNEL,1820
60734,S_Clip_07732_13,1,30,TUNNEL,1819
54623,A_Clip_25730_13,1,38,TUNNEL,1816
2894,A_Clip_03435_13,1,30,TUNNEL,1815
10668,A_Clip_14042_13,1,30,TUNNEL,1815
88224,S_Clip_32922_13,1,30,TUNNEL,1815
7857,A_Clip_09354_13,4,30,TUNNEL,1814
52659,A_Clip_24925_13,1,45,TUNNEL,1813
7100,A_Clip_07289_13,1,30,TUNNEL,1813
87582,S_Clip_32793_13,3,30,TUNNEL,1813
18860,A_Clip_18693_13,1,30,TUNNEL,1812
147500,S_Clip_49013_13,3,40,TUNNEL,1811
41782,A_Clip_22884_13,1,38,TUNNEL,1811
49447,A_Clip_23456_13,1,38,TUNNEL,1810
20382,A_Clip_18885_13,1,30,TUNNEL,1810
107814,S_Clip_36792_13,1,46,TUNNEL,1810
49313,A_Clip_23452_13,1,38,TUNNEL,1809
101025,S_Clip_35859_13,1,41,TUNNEL,1809
155970,S_Clip_57916_13,1,38,TUNNEL,1808
146514,S_Clip_48925_13,4,43,TUNNEL,1808
147033,S_Clip_48970_13,1,48,TUNNEL,1808
10786,A_Clip_14051_13,1,30,TUNNEL,1807
56863,A_Clip_26271_13,1,37,TUNNEL,1803
24125,A_Clip_19375_13,1,30,TUNNEL,1800
91802,S_Clip_34197_13,8,32,TUNNEL,1799
36934,A_Clip_22363_13,3,49,TUNNEL,1799
21633,A_Clip_19040_13,1,30,TUNNEL,1797
37330,A_Clip_22380_13,3,41,TUNNEL,1797
88763,S_Clip_33000_13,3,29,TUNNEL,1796
20592,A_Clip_18904_13,1,30,TUNNEL,1796
25838,A_Clip_19517_13,1,30,TUNNEL,1796
50789,A_Clip_23508_13,1,39,TUNNEL,1794
3974,A_Clip_03635_13,1,30,TUNNEL,1793
57557,A_Clip_26404_13,1,41,TUNNEL,1792
48736,A_Clip_23423_13,1,37,TUNNEL,1791
57017,A_Clip_26318_13,1,38,TUNNEL,1789
61214,S_Clip_07773_13,1,30,TUNNEL,1789
32897,A_Clip_20226_13,1,30,TUNNEL,1788
35408,A_Clip_22177_13,1,44,TUNNEL,1788
146688,S_Clip_48936_13,1,44,TUNNEL,1788
128176,S_Clip_43147_13,1,52,TUNNEL,1787
30449,A_Clip_20119_13,1,30,TUNNEL,1785
109161,S_Clip_37779_13,6,41,TUNNEL,1784
158106,S_Clip_58235_13,11,36,TUNNEL,1781
52245,A_Clip_23947_13,1,51,TUNNEL,1780
36837,A_Clip_22360_13,3,44,TUNNEL,1780
24995,A_Clip_19449_13,1,30,TUNNEL,1779
27068,A_Clip_19730_13,1,30,TUNNEL,1777
9619,A_Clip_13876_13,1,30,TUNNEL,1777
48451,A_Clip_23413_13,1,38,TUNNEL,1777
33557,A_Clip_20292_13,3,30,TUNNEL,1776
2526,A_Clip_03389_13,1,29,TUNNEL,1776
133012,S_Clip_46102_13,1,31,TUNNEL,1776
19805,A_Clip_18810_13,1,30,TUNNEL,1775
39410,A_Clip_22623_13,1,42,TUNNEL,1774
6348,A_Clip_07234_13,1,30,TUNNEL,1774
13349,A_Clip_14522_13,1,30,TUNNEL,1773
18132,A_Clip_18483_13,1,30,TUNNEL,1773
49749,A_Clip_23469_13,1,38,TUNNEL,1773
10317,A_Clip_13980_13,1,30,TUNNEL,1772
87800,S_Clip_32907_13,1,30,TUNNEL,1771
13229,A_Clip_14500_13,1,30,TUNNEL,1769
15645,A_Clip_18264_13,1,30,TUNNEL,1768
53508,A_Clip_24967_13,1,44,TUNNEL,1767
49826,A_Clip_23472_13,1,38,TUNNEL,1766
47746,A_Clip_23352_13,1,37,TUNNEL,1765
27278,A_Clip_19770_13,1,30,TUNNEL,1764
50376,A_Clip_23491_13,1,37,TUNNEL,1763
25928,A_Clip_19522_13,1,30,TUNNEL,1761
83136,S_Clip_32341_13,1,30,TUNNEL,1761
83556,S_Clip_32373_13,1,30,TUNNEL,1761
26228,A_Clip_19541_13,1,30,TUNNEL,1761
18752,A_Clip_18649_13,1,30,TUNNEL,1760
25513,A_Clip_19496_13,3,30,TUNNEL,1760
3164,A_Clip_03458_13,1,30,TUNNEL,1758
73310,S_Clip_25152_13,1,30,TUNNEL,1757
117244,S_Clip_40022_13,1,51,TUNNEL,1754
12809,A_Clip_14441_13,1,30,TUNNEL,1751
135089,S_Clip_46615_13,1,52,TUNNEL,1751
150004,S_Clip_51233_13,1,100,TUNNEL,1751
21996,A_Clip_19077_13,1,30,TUNNEL,1750
27799,A_Clip_19808_13,1,30,TUNNEL,1750
4184,A_Clip_03674_13,1,30,TUNNEL,1749
89946,S_Clip_33537_13,2,30,TUNNEL,1748
89344,S_Clip_33047_13,1,30,TUNNEL,1747
18830,A_Clip_18685_13,1,30,TUNNEL,1747
703,A_Clip_03161_13,1,30,TUNNEL,1746
146780,S_Clip_48945_13,1,44,TUNNEL,1746
40103,A_Clip_22671_13,4,42,TUNNEL,1745
46745,A_Clip_23208_13,1,38,TUNNEL,1745
29932,A_Clip_20001_13,1,30,TUNNEL,1745
39572,A_Clip_22641_13,3,79,TUNNEL,1744
81675,S_Clip_31302_13,1,30,TUNNEL,1744
85081,S_Clip_32497_13,1,30,TUNNEL,1744
14497,A_Clip_14573_13,1,30,TUNNEL,1743
75218,S_Clip_29425_13,1,30,TUNNEL,1743
14527,A_Clip_14574_13,1,30,TUNNEL,1742
157228,S_Clip_58180_13,1,31,TUNNEL,1742
23975,A_Clip_19354_13,1,30,TUNNEL,1742
7280,A_Clip_07311_13,1,30,TUNNEL,1741
123439,S_Clip_41557_13,1,48,TUNNEL,1741
27953,A_Clip_19816_13,1,30,TUNNEL,1740
26468,A_Clip_19596_13,1,30,TUNNEL,1739
56383,A_Clip_25809_13,1,37,TUNNEL,1739
146946,S_Clip_48956_13,6,46,TUNNEL,1738
7310,A_Clip_07314_13,1,30,TUNNEL,1738
147418,S_Clip_49008_13,3,45,TUNNEL,1734
22329,A_Clip_19133_13,2,30,TUNNEL,1734
50635,A_Clip_23501_13,1,38,TUNNEL,1734
8295,A_Clip_13528_13,1,30,TUNNEL,1732
156199,S_Clip_57928_13,1,34,TUNNEL,1731
63104,S_Clip_07935_13,1,30,TUNNEL,1730
56789,A_Clip_26266_13,1,38,TUNNEL,1730
26168,A_Clip_19538_13,1,30,TUNNEL,1729
21363,A_Clip_19009_13,1,30,TUNNEL,1729
54510,A_Clip_25723_13,1,37,TUNNEL,1729
130490,S_Clip_44320_13,1,46,TUNNEL,1729
17922,A_Clip_18460_13,1,30,TUNNEL,1728
26708,A_Clip_19647_13,1,30,TUNNEL,1728
23885,A_Clip_19329_13,1,30,TUNNEL,1727
147940,S_Clip_49103_13,1,41,TUNNEL,1726
33527,A_Clip_20290_13,3,30,TUNNEL,1726
42932,A_Clip_22941_13,1,38,TUNNEL,1725
20622,A_Clip_18912_13,1,30,TUNNEL,1725
892,A_Clip_03187_13,1,30,TUNNEL,1723
156977,S_Clip_58171_13,1,33,TUNNEL,1722
86714,S_Clip_32626_13,1,29,TUNNEL,1722
73473,S_Clip_25165_13,1,30,TUNNEL,1721
26528,A_Clip_19610_13,2,30,TUNNEL,1720
583,A_Clip_03153_13,1,30,TUNNEL,1719
27461,A_Clip_19787_13,1,30,TUNNEL,1719
159818,S_Clip_58372_13,2,36,TUNNEL,1718
11897,A_Clip_14290_13,1,30,TUNNEL,1716
21012,A_Clip_18940_13,1,30,TUNNEL,1716
18890,A_Clip_18694_13,1,30,TUNNEL,1714
142565,S_Clip_48324_13,6,46,TUNNEL,1714
23444,A_Clip_19260_13,1,30,TUNNEL,1714
34128,A_Clip_21938_13,1,38,TUNNEL,1714
45047,A_Clip_23055_13,1,36,TUNNEL,1711
43204,A_Clip_22950_13,1,41,TUNNEL,1709
101503,S_Clip_36098_13,1,31,TUNNEL,1708
127799,S_Clip_43120_13,1,45,TUNNEL,1708
19603,A_Clip_18774_13,1,30,TUNNEL,1708
118946,S_Clip_40309_13,1,46,TUNNEL,1707
116187,S_Clip_39924_13,1,51,TUNNEL,1707
22556,A_Clip_19160_13,1,30,TUNNEL,1706
22436,A_Clip_19144_13,1,30,TUNNEL,1706
27551,A_Clip_19792_13,1,30,TUNNEL,1706
40598,A_Clip_22698_13,5,42,TUNNEL,1706
22931,A_Clip_19203_13,1,30,TUNNEL,1705
24245,A_Clip_19399_13,2,30,TUNNEL,1705
58922,A_Clip_26778_13,1,35,TUNNEL,1705
135124,S_Clip_46617_13,3,35,TUNNEL,1703
27368,A_Clip_19775_13,1,30,TUNNEL,1702
25333,A_Clip_19471_13,1,30,TUNNEL,1702
69970,S_Clip_13543_13,1,30,TUNNEL,1701
55437,A_Clip_25768_13,1,39,TUNNEL,1700
49388,A_Clip_23454_13,1,37,TUNNEL,1700
22029,A_Clip_19087_13,1,30,TUNNEL,1698
47008,A_Clip_23236_13,1,37,TUNNEL,1696
32687,A_Clip_20219_13,1,30,TUNNEL,1695
31044,A_Clip_20145_13,2,30,TUNNEL,1694
30868,A_Clip_20138_13,1,30,TUNNEL,1692
25808,A_Clip_19513_13,1,30,TUNNEL,1692
119640,S_Clip_41129_13,3,51,TUNNEL,1691
21603,A_Clip_19038_13,1,30,TUNNEL,1690
33587,A_Clip_20298_13,3,30,TUNNEL,1690
13866,A_Clip_14546_13,1,30,TUNNEL,1689
38948,A_Clip_22599_13,1,42,TUNNEL,1688
118607,S_Clip_40188_13,1,61,TUNNEL,1687
60290,S_Clip_01662_11,4,99,TUNNEL,1687
25249,A_Clip_19468_13,4,30,TUNNEL,1686
11138,A_Clip_14138_13,1,30,TUNNEL,1685
19559,A_Clip_18772_13,1,30,TUNNEL,1685
4741,A_Clip_04888_13,2,30,TUNNEL,1684
49901,A_Clip_23473_13,1,37,TUNNEL,1682
27128,A_Clip_19738_13,1,30,TUNNEL,1682
20262,A_Clip_18880_13,3,30,TUNNEL,1682
32957,A_Clip_20232_13,1,30,TUNNEL,1681
7130,A_Clip_07293_13,1,30,TUNNEL,1681
